,date,min,avg,max
1971,1966-09-20,63.0 °F,65.7 °F,68.0 °F
1972,1966-09-21,61.0 °F,63.5 °F,64.9 °F
1973,1966-09-22,62.1 °F,66.0 °F,72.0 °F
1974,1967-06-21,63.0 °F,68.1 °F,73.0 °F
1975,1967-06-22,64.9 °F,67.0 °F,72.0 °F
1976,1967-06-23,66.9 °F,74.3 °F,82.0 °F
1977,1967-06-24,57.9 °F,64.6 °F,84.0 °F
1978,1967-06-25,55.0 °F,60.8 °F,69.1 °F
1979,1967-06-26,63.0 °F,68.3 °F,72.0 °F
1980,1967-06-27,66.9 °F,71.1 °F,75.9 °F
1981,1967-06-28,62.1 °F,67.4 °F,72.0 °F
1982,1967-06-29,62.1 °F,65.8 °F,70.0 °F
1983,1967-06-30,68.0 °F,77.6 °F,88.0 °F
1984,1967-07-01,73.9 °F,81.9 °F,88.0 °F
1985,1967-07-02,64.9 °F,71.1 °F,75.9 °F
1986,1967-07-03,59.0 °F,64.9 °F,70.0 °F
1987,1967-07-04,57.9 °F,60.9 °F,66.0 °F
1988,1967-07-05,57.0 °F,60.2 °F,64.0 °F
1989,1967-07-06,59.0 °F,65.6 °F,71.1 °F
1990,1967-07-07,66.0 °F,69.7 °F,73.0 °F
1991,1967-07-08,70.0 °F,73.8 °F,78.1 °F
1992,1967-07-09,75.0 °F,79.0 °F,84.0 °F
1993,1967-07-10,70.0 °F,73.0 °F,78.1 °F
1994,1967-07-11,69.1 °F,76.0 °F,84.9 °F
1995,1967-07-12,69.1 °F,77.5 °F,82.0 °F
1996,1967-07-13,60.1 °F,67.2 °F,80.1 °F
1997,1967-07-14,57.9 °F,62.6 °F,66.0 °F
1998,1967-07-15,60.1 °F,64.1 °F,68.0 °F
1999,1967-07-16,60.1 °F,67.6 °F,73.9 °F
2000,1967-07-17,68.0 °F,75.6 °F,82.9 °F
2001,1967-07-18,71.1 °F,75.5 °F,82.0 °F
2002,1967-07-19,63.0 °F,67.6 °F,73.0 °F
2003,1967-07-20,68.0 °F,71.7 °F,75.9 °F
2004,1967-07-21,70.0 °F,75.7 °F,82.0 °F
2005,1967-07-22,73.0 °F,79.6 °F,87.1 °F
2006,1967-07-23,70.0 °F,80.4 °F,86.0 °F
2007,1967-07-24,73.0 °F,82.2 °F,88.0 °F
2008,1967-07-25,73.0 °F,77.3 °F,87.1 °F
2009,1967-07-26,66.0 °F,73.3 °F,81.0 °F
2010,1967-07-27,71.1 °F,73.8 °F,77.0 °F
2011,1967-07-28,68.0 °F,71.2 °F,73.9 °F
2012,1967-07-29,64.9 °F,73.9 °F,82.9 °F
2013,1967-07-30,70.0 °F,74.1 °F,82.0 °F
2014,1967-07-31,70.0 °F,74.1 °F,78.1 °F
2015,1967-08-01,71.1 °F,75.0 °F,80.1 °F
2016,1967-08-02,73.9 °F,79.2 °F,86.0 °F
2017,1967-08-03,72.0 °F,78.2 °F,84.0 °F
2018,1967-08-04,66.9 °F,73.0 °F,84.0 °F
2019,1967-08-05,70.0 °F,73.1 °F,77.0 °F
2020,1967-08-06,68.0 °F,74.3 °F,78.1 °F
2021,1967-08-07,70.0 °F,73.5 °F,77.0 °F
2022,1967-08-08,68.0 °F,72.0 °F,73.9 °F
2023,1967-08-09,71.1 °F,73.2 °F,75.9 °F
2024,1967-08-10,60.1 °F,64.6 °F,70.0 °F
2025,1967-08-11,61.0 °F,63.9 °F,66.0 °F
2026,1967-08-12,60.1 °F,66.2 °F,71.1 °F
2027,1967-08-13,61.0 °F,68.4 °F,73.0 °F
2028,1967-08-14,64.0 °F,71.4 °F,77.0 °F
2029,1967-08-15,68.0 °F,74.3 °F,81.0 °F
2030,1967-08-16,68.0 °F,77.6 °F,84.0 °F
2031,1967-08-17,72.0 °F,79.5 °F,84.0 °F
2032,1967-08-18,64.0 °F,75.4 °F,82.0 °F
2033,1967-08-19,62.1 °F,64.4 °F,68.0 °F
2034,1967-08-20,57.9 °F,65.5 °F,73.0 °F
2035,1967-08-21,61.0 °F,70.7 °F,78.1 °F
2036,1967-08-22,62.1 °F,64.6 °F,68.0 °F
2037,1967-08-23,64.0 °F,67.6 °F,72.0 °F
2038,1967-08-24,64.0 °F,69.1 °F,72.0 °F
2039,1967-08-25,66.9 °F,71.3 °F,75.0 °F
2040,1967-08-26,64.9 °F,73.9 °F,82.9 °F
2041,1967-08-27,57.9 °F,61.7 °F,64.9 °F
2042,1967-08-28,59.0 °F,67.4 °F,73.0 °F
2043,1967-08-29,64.9 °F,74.1 °F,82.0 °F
2044,1967-08-30,60.1 °F,65.0 °F,79.0 °F
2045,1967-08-31,59.0 °F,61.8 °F,64.9 °F
2046,1967-09-01,60.1 °F,64.2 °F,68.0 °F
2047,1967-09-02,63.0 °F,66.5 °F,70.0 °F
2048,1967-09-03,64.0 °F,68.2 °F,72.0 °F
2049,1967-09-04,66.0 °F,70.1 °F,73.9 °F
2050,1967-09-05,66.0 °F,68.9 °F,72.0 °F
2051,1967-09-06,63.0 °F,69.0 °F,73.0 °F
2052,1967-09-07,64.9 °F,69.7 °F,73.0 °F
2053,1967-09-08,66.0 °F,73.9 °F,81.0 °F
2054,1967-09-09,60.1 °F,67.5 °F,78.1 °F
2055,1967-09-10,57.0 °F,60.3 °F,64.0 °F
2056,1967-09-11,57.9 °F,62.9 °F,68.0 °F
2057,1967-09-12,57.9 °F,66.1 °F,72.0 °F
2058,1967-09-13,66.9 °F,72.6 °F,80.1 °F
2059,1967-09-14,68.0 °F,73.7 °F,78.1 °F
2060,1967-09-15,68.0 °F,74.1 °F,81.0 °F
2061,1967-09-16,70.0 °F,74.2 °F,80.1 °F
2062,1967-09-17,69.1 °F,72.2 °F,75.9 °F
2063,1967-09-18,70.0 °F,71.9 °F,75.0 °F
2064,1967-09-19,70.0 °F,72.0 °F,75.9 °F
2065,1967-09-20,69.1 °F,75.5 °F,84.9 °F
2066,1967-09-21,66.9 °F,70.4 °F,82.0 °F
2067,1967-09-22,59.0 °F,61.6 °F,70.0 °F
2068,1968-06-21,66.0 °F,77.1 °F,91.0 °F
2069,1968-06-22,66.0 °F,71.7 °F,84.0 °F
2070,1968-06-23,64.0 °F,75.7 °F,91.9 °F
2071,1968-06-24,70.0 °F,74.2 °F,81.0 °F
2072,1968-06-25,60.1 °F,66.7 °F,70.0 °F
2073,1968-06-26,60.1 °F,64.7 °F,73.0 °F
2074,1968-06-27,55.0 °F,57.5 °F,63.0 °F
2075,1968-06-28,57.0 °F,64.1 °F,73.9 °F
2076,1968-06-29,68.0 °F,73.1 °F,80.1 °F
2077,1968-06-30,75.9 °F,82.4 °F,89.1 °F
2078,1968-07-01,71.1 °F,78.6 °F,86.0 °F
2079,1968-07-02,63.0 °F,69.1 °F,84.9 °F
2080,1968-07-03,57.9 °F,64.7 °F,68.0 °F
2081,1968-07-04,63.0 °F,69.0 °F,75.9 °F
2082,1968-07-05,64.0 °F,70.5 °F,75.9 °F
2083,1968-07-06,61.0 °F,67.7 °F,75.0 °F
2084,1968-07-07,68.0 °F,73.9 °F,80.1 °F
2085,1968-07-08,71.1 °F,77.4 °F,84.9 °F
2086,1968-07-09,64.9 °F,73.2 °F,80.1 °F
2087,1968-07-10,57.0 °F,60.8 °F,66.0 °F
2088,1968-07-11,60.1 °F,65.4 °F,72.0 °F
2089,1968-07-12,68.0 °F,72.8 °F,77.0 °F
2090,1968-07-13,72.0 °F,79.6 °F,89.1 °F
2091,1968-07-14,75.9 °F,84.3 °F,90.0 °F
2092,1968-07-15,73.9 °F,84.3 °F,90.0 °F
2093,1968-07-16,75.0 °F,84.4 °F,91.0 °F
2094,1968-07-17,81.0 °F,85.2 °F,89.1 °F
2095,1968-07-18,73.9 °F,79.6 °F,84.9 °F
2096,1968-07-19,70.0 °F,74.9 °F,84.0 °F
2097,1968-07-20,66.0 °F,70.6 °F,75.9 °F
2098,1968-07-21,71.1 °F,79.9 °F,90.0 °F
2099,1968-07-22,71.1 °F,78.4 °F,88.0 °F
2100,1968-07-23,66.9 °F,74.0 °F,79.0 °F
2101,1968-07-24,70.0 °F,74.3 °F,78.1 °F
2102,1968-07-25,71.1 °F,74.4 °F,77.0 °F
2103,1968-07-26,70.0 °F,75.6 °F,80.1 °F
2104,1968-07-27,75.9 °F,78.7 °F,84.0 °F
2105,1968-07-28,69.1 °F,74.7 °F,82.0 °F
2106,1968-07-29,66.0 °F,71.1 °F,73.9 °F
2107,1968-07-30,68.0 °F,72.8 °F,78.1 °F
2108,1968-07-31,71.1 °F,75.4 °F,80.1 °F
2109,1968-08-01,64.9 °F,70.2 °F,78.1 °F
2110,1968-08-02,64.0 °F,71.9 °F,80.1 °F
2111,1968-08-03,69.1 °F,73.8 °F,79.0 °F
2112,1968-08-04,72.0 °F,77.0 °F,81.0 °F
2113,1968-08-05,72.0 °F,78.2 °F,88.0 °F
2114,1968-08-06,79.0 °F,86.9 °F,93.9 °F
2115,1968-08-07,73.0 °F,79.3 °F,91.9 °F
2116,1968-08-08,70.0 °F,79.1 °F,86.0 °F
2117,1968-08-09,72.0 °F,77.7 °F,82.0 °F
2118,1968-08-10,68.0 °F,71.9 °F,79.0 °F
2119,1968-08-11,64.0 °F,69.0 °F,72.0 °F
2120,1968-08-12,63.0 °F,71.6 °F,78.1 °F
2121,1968-08-13,68.0 °F,76.5 °F,84.9 °F
2122,1968-08-14,71.1 °F,75.4 °F,82.9 °F
2123,1968-08-15,68.0 °F,72.7 °F,80.1 °F
2124,1968-08-16,75.0 °F,80.6 °F,88.0 °F
2125,1968-08-17,69.1 °F,72.6 °F,78.1 °F
2126,1968-08-18,66.0 °F,70.5 °F,73.9 °F
2127,1968-08-19,72.0 °F,81.2 °F,88.0 °F
2128,1968-08-20,75.9 °F,83.2 °F,90.0 °F
2129,1968-08-21,81.0 °F,87.3 °F,91.9 °F
2130,1968-08-22,80.1 °F,86.4 °F,90.0 °F
2131,1968-08-23,79.0 °F,86.0 °F,91.9 °F
2132,1968-08-24,80.1 °F,84.1 °F,89.1 °F
2133,1968-08-25,64.0 °F,69.7 °F,84.0 °F
2134,1968-08-26,60.1 °F,63.6 °F,66.0 °F
2135,1968-08-27,60.1 °F,63.4 °F,68.0 °F
2136,1968-08-28,60.1 °F,66.4 °F,73.0 °F
2137,1968-08-29,63.0 °F,69.4 °F,73.0 °F
2138,1968-08-30,64.0 °F,70.1 °F,75.0 °F
2139,1968-08-31,66.9 °F,70.8 °F,73.9 °F
2140,1968-09-01,62.1 °F,66.9 °F,72.0 °F
2141,1968-09-02,57.0 °F,67.1 °F,75.0 °F
2142,1968-09-03,66.9 °F,76.0 °F,86.0 °F
2143,1968-09-04,68.0 °F,73.8 °F,82.9 °F
2144,1968-09-05,62.1 °F,67.7 °F,70.0 °F
2145,1968-09-06,55.0 °F,65.2 °F,72.0 °F
2146,1968-09-07,59.0 °F,67.9 °F,79.0 °F
2147,1968-09-08,68.0 °F,73.8 °F,78.1 °F
2148,1968-09-09,64.0 °F,67.8 °F,75.9 °F
2149,1968-09-10,57.9 °F,60.1 °F,63.0 °F
2150,1968-09-11,55.9 °F,59.7 °F,64.0 °F
2151,1968-09-12,59.0 °F,65.6 °F,73.9 °F
2152,1968-09-13,64.0 °F,71.7 °F,79.0 °F
2153,1968-09-14,63.0 °F,72.6 °F,80.1 °F
2154,1968-09-15,63.0 °F,69.8 °F,73.9 °F
2155,1968-09-16,66.0 °F,70.7 °F,77.0 °F
2156,1968-09-17,66.0 °F,68.4 °F,73.0 °F
2157,1968-09-18,61.0 °F,64.4 °F,68.0 °F
2158,1968-09-19,59.0 °F,60.9 °F,64.0 °F
2159,1968-09-20,57.0 °F,65.4 °F,75.9 °F
2160,1968-09-21,66.0 °F,71.8 °F,82.0 °F
2161,1968-09-22,66.0 °F,72.3 °F,81.0 °F
2162,1969-06-21,54.0 °F,58.3 °F,61.0 °F
2163,1969-06-22,55.9 °F,59.7 °F,61.0 °F
2164,1969-06-23,55.0 °F,57.3 °F,59.0 °F
2165,1969-06-24,55.9 °F,58.7 °F,60.1 °F
2166,1969-06-25,55.9 °F,67.2 °F,88.0 °F
2167,1969-06-26,64.9 °F,82.5 °F,91.0 °F
2168,1969-06-27,72.0 °F,81.7 °F,88.0 °F
2169,1969-06-28,72.0 °F,81.3 °F,87.1 °F
2170,1969-06-29,64.0 °F,72.7 °F,86.0 °F
2171,1969-06-30,71.1 °F,78.6 °F,87.1 °F
2172,1969-07-01,60.1 °F,68.5 °F,82.0 °F
2173,1969-07-02,62.1 °F,68.6 °F,73.0 °F
2174,1969-07-03,64.0 °F,66.8 °F,70.0 °F
2175,1969-07-04,64.0 °F,78.7 °F,93.0 °F
2176,1969-07-05,64.0 °F,77.3 °F,91.9 °F
2177,1969-07-06,61.0 °F,63.4 °F,66.9 °F
2178,1969-07-07,61.0 °F,62.9 °F,64.0 °F
2179,1969-07-08,62.1 °F,65.0 °F,69.1 °F
2180,1969-07-09,64.9 °F,69.4 °F,78.1 °F
2181,1969-07-10,69.1 °F,76.3 °F,80.1 °F
2182,1969-07-11,72.0 °F,77.9 °F,86.0 °F
2183,1969-07-12,72.0 °F,80.1 °F,90.0 °F
2184,1969-07-13,69.1 °F,72.1 °F,75.0 °F
2185,1969-07-14,70.0 °F,75.2 °F,79.0 °F
2186,1969-07-15,72.0 °F,78.6 °F,84.9 °F
2187,1969-07-16,75.0 °F,85.5 °F,93.9 °F
2188,1969-07-17,75.9 °F,81.6 °F,93.9 °F
2189,1969-07-18,70.0 °F,73.8 °F,77.0 °F
2190,1969-07-19,69.1 °F,70.4 °F,73.0 °F
2191,1969-07-20,69.1 °F,71.8 °F,75.9 °F
2192,1969-07-21,70.0 °F,72.2 °F,75.9 °F
2193,1969-07-22,69.1 °F,71.9 °F,75.0 °F
2194,1969-07-23,72.0 °F,77.2 °F,86.0 °F
2195,1969-07-24,75.0 °F,77.6 °F,81.0 °F
2196,1969-07-25,71.1 °F,78.8 °F,84.9 °F
2197,1969-07-26,71.1 °F,79.6 °F,84.9 °F
2198,1969-07-27,70.0 °F,74.6 °F,82.9 °F
2199,1969-07-28,66.0 °F,68.6 °F,75.9 °F
2200,1969-07-29,68.0 °F,71.1 °F,73.9 °F
2201,1969-07-30,70.0 °F,74.3 °F,81.0 °F
2202,1969-07-31,73.0 °F,77.4 °F,82.0 °F
2203,1969-08-01,70.0 °F,75.0 °F,81.0 °F
2204,1969-08-02,66.9 °F,73.5 °F,78.1 °F
2205,1969-08-03,70.0 °F,75.1 °F,79.0 °F
2206,1969-08-04,70.0 °F,76.2 °F,81.0 °F
2207,1969-08-05,72.0 °F,78.0 °F,84.0 °F
2208,1969-08-06,73.9 °F,80.1 °F,84.0 °F
2209,1969-08-07,73.0 °F,79.0 °F,82.9 °F
2210,1969-08-08,70.0 °F,79.5 °F,84.0 °F
2211,1969-08-09,66.9 °F,73.4 °F,84.0 °F
2212,1969-08-10,69.1 °F,73.1 °F,78.1 °F
2213,1969-08-11,68.0 °F,73.6 °F,79.0 °F
2214,1969-08-12,69.1 °F,76.3 °F,82.9 °F
2215,1969-08-13,72.0 °F,79.3 °F,84.0 °F
2216,1969-08-14,75.0 °F,81.0 °F,86.0 °F
2217,1969-08-15,73.0 °F,82.0 °F,87.1 °F
2218,1969-08-16,73.9 °F,78.3 °F,84.9 °F
2219,1969-08-17,72.0 °F,77.6 °F,84.0 °F
2220,1969-08-18,72.0 °F,81.1 °F,89.1 °F
2221,1969-08-19,73.0 °F,77.6 °F,86.0 °F
2222,1969-08-20,70.0 °F,72.8 °F,75.9 °F
2223,1969-08-21,68.0 °F,72.5 °F,78.1 °F
2224,1969-08-22,70.0 °F,73.8 °F,78.1 °F
2225,1969-08-23,66.9 °F,74.5 °F,80.1 °F
2226,1969-08-24,72.0 °F,77.3 °F,82.9 °F
2227,1969-08-25,73.9 °F,77.9 °F,82.0 °F
2228,1969-08-26,75.0 °F,77.7 °F,81.0 °F
2229,1969-08-27,71.1 °F,77.6 °F,82.0 °F
2230,1969-08-28,73.0 °F,81.4 °F,86.0 °F
2231,1969-08-29,75.0 °F,83.1 °F,90.0 °F
2232,1969-08-30,75.0 °F,84.4 °F,90.0 °F
2233,1969-08-31,75.9 °F,83.6 °F,88.0 °F
2234,1969-09-01,70.0 °F,76.1 °F,86.0 °F
2235,1969-09-02,69.1 °F,72.2 °F,75.9 °F
2236,1969-09-03,71.1 °F,74.3 °F,79.0 °F
2237,1969-09-04,72.0 °F,74.0 °F,75.9 °F
2238,1969-09-05,71.1 °F,75.3 °F,81.0 °F
2239,1969-09-06,73.0 °F,76.8 °F,82.0 °F
2240,1969-09-07,70.0 °F,73.8 °F,80.1 °F
2241,1969-09-08,62.1 °F,65.9 °F,72.0 °F
2242,1969-09-09,54.0 °F,60.9 °F,66.0 °F
2243,1969-09-10,55.9 °F,63.7 °F,69.1 °F
2244,1969-09-11,62.1 °F,67.1 °F,73.0 °F
2245,1969-09-12,60.1 °F,70.7 °F,81.0 °F
2246,1969-09-13,64.9 °F,74.2 °F,81.0 °F
2247,1969-09-14,68.0 °F,76.1 °F,82.0 °F
2248,1969-09-15,70.0 °F,76.5 °F,81.0 °F
2249,1969-09-16,66.9 °F,69.9 °F,77.0 °F
2250,1969-09-17,64.9 °F,66.8 °F,68.0 °F
2251,1969-09-18,61.0 °F,63.7 °F,66.0 °F
2252,1969-09-19,62.1 °F,64.3 °F,66.9 °F
2253,1969-09-20,60.1 °F,65.0 °F,68.0 °F
2254,1969-09-21,62.1 °F,67.5 °F,73.9 °F
2255,1969-09-22,63.0 °F,69.9 °F,75.9 °F
2256,1970-06-21,57.0 °F,60.1 °F,64.9 °F
2257,1970-06-22,61.0 °F,69.3 °F,79.0 °F
2258,1970-06-23,68.0 °F,75.5 °F,79.0 °F
2259,1970-06-24,64.9 °F,74.9 °F,82.0 °F
2260,1970-06-25,59.0 °F,61.9 °F,64.0 °F
2261,1970-06-26,57.9 °F,60.1 °F,64.0 °F
2262,1970-06-27,60.1 °F,63.3 °F,69.1 °F
2263,1970-06-28,64.0 °F,72.8 °F,82.0 °F
2264,1970-06-29,72.0 °F,81.6 °F,91.9 °F
2265,1970-06-30,81.0 °F,89.1 °F,95.0 °F
2266,1970-07-01,89.1 °F,91.8 °F,95.0 °F
2267,1970-07-02,79.0 °F,87.3 °F,98.1 °F
2268,1970-07-03,73.9 °F,79.1 °F,84.9 °F
2269,1970-07-04,62.1 °F,68.1 °F,81.0 °F
2270,1970-07-05,61.0 °F,67.9 °F,77.0 °F
2271,1970-07-06,57.0 °F,69.8 °F,82.0 °F
2272,1970-07-07,68.0 °F,75.1 °F,84.9 °F
2273,1970-07-08,69.1 °F,75.8 °F,84.0 °F
2274,1970-07-09,63.0 °F,66.4 °F,73.0 °F
2275,1970-07-10,62.1 °F,69.6 °F,80.1 °F
2276,1970-07-11,66.0 °F,75.9 °F,87.1 °F
2277,1970-07-12,66.0 °F,78.3 °F,91.0 °F
2278,1970-07-13,71.1 °F,81.6 °F,91.9 °F
2279,1970-07-14,73.0 °F,80.8 °F,93.0 °F
2280,1970-07-15,73.9 °F,79.4 °F,88.0 °F
2281,1970-07-16,64.9 °F,74.5 °F,84.9 °F
2282,1970-07-17,66.0 °F,77.7 °F,89.1 °F
2283,1970-07-18,68.0 °F,77.7 °F,86.0 °F
2284,1970-07-19,66.0 °F,71.0 °F,79.0 °F
2285,1970-07-20,54.0 °F,61.8 °F,70.0 °F
2286,1970-07-21,51.1 °F,64.6 °F,75.0 °F
2287,1970-07-22,54.0 °F,67.9 °F,78.1 °F
2288,1970-07-23,62.1 °F,68.1 °F,75.0 °F
2289,1970-07-24,66.0 °F,71.5 °F,82.9 °F
2290,1970-07-25,70.0 °F,79.1 °F,90.0 °F
2291,1970-07-26,71.1 °F,79.9 °F,90.0 °F
2292,1970-07-27,72.0 °F,80.1 °F,91.0 °F
2293,1970-07-28,72.0 °F,81.7 °F,95.0 °F
2294,1970-07-29,73.9 °F,81.5 °F,91.9 °F
2295,1970-07-30,71.1 °F,78.8 °F,91.0 °F
2296,1970-07-31,72.0 °F,81.6 °F,95.0 °F
2297,1970-08-01,73.0 °F,81.1 °F,91.9 °F
2298,1970-08-02,66.0 °F,76.3 °F,89.1 °F
2299,1970-08-03,70.0 °F,76.9 °F,84.9 °F
2300,1970-08-04,63.0 °F,67.1 °F,72.0 °F
2301,1970-08-05,66.0 °F,70.3 °F,78.1 °F
2302,1970-08-06,62.1 °F,71.7 °F,81.0 °F
2303,1970-08-07,64.9 °F,73.7 °F,82.9 °F
2304,1970-08-08,70.0 °F,73.6 °F,77.0 °F
2305,1970-08-09,70.0 °F,75.0 °F,82.9 °F
2306,1970-08-10,71.1 °F,75.4 °F,81.0 °F
2307,1970-08-11,70.0 °F,77.5 °F,84.0 °F
2308,1970-08-12,66.0 °F,76.9 °F,86.0 °F
2309,1970-08-13,64.9 °F,75.5 °F,88.0 °F
2310,1970-08-14,69.1 °F,78.9 °F,89.1 °F
2311,1970-08-15,72.0 °F,80.7 °F,91.0 °F
2312,1970-08-16,70.0 °F,77.7 °F,87.1 °F
2313,1970-08-17,63.0 °F,74.2 °F,82.9 °F
2314,1970-08-18,66.0 °F,72.8 °F,84.0 °F
2315,1970-08-19,73.0 °F,78.0 °F,82.0 °F
2316,1970-08-20,68.0 °F,74.4 °F,80.1 °F
2317,1970-08-21,60.1 °F,69.7 °F,79.0 °F
2318,1970-08-22,63.0 °F,68.6 °F,75.9 °F
2319,1970-08-23,60.1 °F,69.6 °F,78.1 °F
2320,1970-08-24,61.0 °F,70.6 °F,79.0 °F
2321,1970-08-25,66.0 °F,75.3 °F,89.1 °F
2322,1970-08-26,71.1 °F,79.3 °F,88.0 °F
2323,1970-08-27,70.0 °F,78.8 °F,87.1 °F
2324,1970-08-28,70.0 °F,77.0 °F,86.0 °F
2325,1970-08-29,70.0 °F,77.9 °F,89.1 °F
2326,1970-08-30,75.0 °F,83.1 °F,93.0 °F
2327,1970-08-31,64.9 °F,70.3 °F,82.9 °F
2328,1970-09-01,55.0 °F,65.4 °F,75.9 °F
2329,1970-09-02,64.9 °F,74.6 °F,89.1 °F
2330,1970-09-03,72.0 °F,75.4 °F,84.9 °F
2331,1970-09-04,68.0 °F,72.8 °F,79.0 °F
2332,1970-09-05,63.0 °F,72.4 °F,84.0 °F
2333,1970-09-06,68.0 °F,70.8 °F,77.0 °F
2334,1970-09-07,73.0 °F,78.0 °F,89.1 °F
2335,1970-09-08,64.9 °F,74.2 °F,84.9 °F
2336,1970-09-09,57.9 °F,68.7 °F,84.0 °F
2337,1970-09-10,60.1 °F,68.4 °F,79.0 °F
2338,1970-09-11,48.0 °F,59.9 °F,73.9 °F
2339,1970-09-12,57.9 °F,65.7 °F,75.9 °F
2340,1970-09-13,54.0 °F,59.6 °F,69.1 °F
2341,1970-09-14,53.1 °F,55.8 °F,57.9 °F
2342,1970-09-15,55.9 °F,68.4 °F,84.9 °F
2343,1970-09-16,55.0 °F,61.5 °F,73.9 °F
2344,1970-09-17,60.1 °F,65.0 °F,73.9 °F
2345,1970-09-18,62.1 °F,67.7 °F,75.0 °F
2346,1970-09-19,54.0 °F,65.6 °F,80.1 °F
2347,1970-09-20,64.9 °F,73.1 °F,86.0 °F
2348,1970-09-21,75.9 °F,81.9 °F,91.9 °F
2349,1970-09-22,62.1 °F,67.7 °F,84.0 °F
2350,1971-06-21,64.0 °F,70.2 °F,78.1 °F
2351,1971-06-22,57.9 °F,69.6 °F,82.0 °F
2352,1971-06-23,68.0 °F,74.7 °F,82.9 °F
2353,1971-06-24,66.9 °F,77.4 °F,91.9 °F
2354,1971-06-25,66.0 °F,76.3 °F,89.1 °F
2355,1971-06-26,60.1 °F,69.1 °F,84.9 °F
2356,1971-06-27,73.0 °F,83.5 °F,100.0 °F
2357,1971-06-28,77.0 °F,88.1 °F,100.9 °F
2358,1971-06-29,75.0 °F,86.3 °F,96.1 °F
2359,1971-06-30,75.9 °F,83.5 °F,95.0 °F
2360,1971-07-01,69.1 °F,77.0 °F,82.9 °F
2361,1971-07-02,63.0 °F,74.0 °F,81.0 °F
2362,1971-07-03,60.1 °F,73.5 °F,87.1 °F
2363,1971-07-04,64.9 °F,79.7 °F,91.9 °F
2364,1971-07-05,68.0 °F,75.6 °F,86.0 °F
2365,1971-07-06,66.9 °F,77.9 °F,87.1 °F
2366,1971-07-07,66.9 °F,78.7 °F,88.0 °F
2367,1971-07-08,70.0 °F,79.1 °F,87.1 °F
2368,1971-07-09,73.0 °F,76.0 °F,82.9 °F
2369,1971-07-10,69.1 °F,73.1 °F,80.1 °F
2370,1971-07-11,69.1 °F,73.1 °F,78.1 °F
2371,1971-07-12,66.9 °F,73.9 °F,84.9 °F
2372,1971-07-13,75.9 °F,81.3 °F,89.1 °F
2373,1971-07-14,63.0 °F,73.9 °F,84.0 °F
2374,1971-07-15,66.0 °F,74.3 °F,82.9 °F
2375,1971-07-16,64.9 °F,76.4 °F,90.0 °F
2376,1971-07-17,66.0 °F,72.8 °F,87.1 °F
2377,1971-07-18,59.0 °F,69.7 °F,82.0 °F
2378,1971-07-19,66.9 °F,69.5 °F,79.0 °F
2379,1971-07-20,55.9 °F,67.4 °F,80.1 °F
2380,1971-07-21,62.1 °F,73.5 °F,84.9 °F
2381,1971-07-22,69.1 °F,77.9 °F,88.0 °F
2382,1971-07-23,70.0 °F,74.7 °F,82.9 °F
2383,1971-07-24,64.0 °F,70.1 °F,77.0 °F
2384,1971-07-25,64.9 °F,72.7 °F,84.9 °F
2385,1971-07-26,66.0 °F,71.5 °F,82.9 °F
2386,1971-07-27,55.0 °F,66.4 °F,75.9 °F
2387,1971-07-28,64.0 °F,68.3 °F,75.9 °F
2388,1971-07-29,54.0 °F,64.6 °F,73.9 °F
2389,1971-07-30,57.0 °F,63.1 °F,69.1 °F
2390,1971-07-31,54.0 °F,64.7 °F,75.0 °F
2391,1971-08-01,59.0 °F,69.2 °F,80.1 °F
2392,1971-08-02,63.0 °F,70.6 °F,77.0 °F
2393,1971-08-03,61.0 °F,67.0 °F,73.9 °F
2394,1971-08-04,61.0 °F,65.2 °F,66.9 °F
2395,1971-08-05,61.0 °F,67.3 °F,72.0 °F
2396,1971-08-06,60.1 °F,68.7 °F,77.0 °F
2397,1971-08-07,62.1 °F,68.6 °F,80.1 °F
2398,1971-08-08,64.0 °F,74.4 °F,91.0 °F
2399,1971-08-09,73.0 °F,82.2 °F,95.0 °F
2400,1971-08-10,72.0 °F,83.0 °F,93.9 °F
2401,1971-08-11,62.1 °F,69.4 °F,73.9 °F
2402,1971-08-12,57.9 °F,69.0 °F,82.0 °F
2403,1971-08-13,66.0 °F,76.4 °F,91.0 °F
2404,1971-08-14,68.0 °F,75.7 °F,86.0 °F
2405,1971-08-15,64.9 °F,68.4 °F,73.0 °F
2406,1971-08-16,55.9 °F,68.3 °F,78.1 °F
2407,1971-08-17,54.0 °F,67.6 °F,77.0 °F
2408,1971-08-18,62.1 °F,72.9 °F,88.0 °F
2409,1971-08-19,64.9 °F,76.9 °F,87.1 °F
2410,1971-08-20,71.1 °F,80.7 °F,93.9 °F
2411,1971-08-21,70.0 °F,80.0 °F,90.0 °F
2412,1971-08-22,69.1 °F,80.1 °F,93.0 °F
2413,1971-08-23,64.9 °F,71.5 °F,89.1 °F
2414,1971-08-24,63.0 °F,71.9 °F,90.0 °F
2415,1971-08-25,64.9 °F,73.8 °F,84.9 °F
2416,1971-08-26,60.1 °F,67.3 °F,82.0 °F
2417,1971-08-27,62.1 °F,65.6 °F,72.0 °F
2418,1971-08-28,57.0 °F,66.9 °F,78.1 °F
2419,1971-08-29,57.9 °F,70.5 °F,84.9 °F
2420,1971-08-30,64.0 °F,75.0 °F,88.0 °F
2421,1971-08-31,66.0 °F,71.8 °F,81.0 °F
