,date,min,avg,max
0,12/21/45,-0.9 °F,6.0 °F,12.0 °F
1,12/22/45,1.0 °F,7.4 °F,12.9 °F
2,12/23/45,9.0 °F,19.2 °F,23.0 °F
3,12/24/45,19.9 °F,23.6 °F,30.0 °F
4,12/25/45,27.0 °F,31.8 °F,37.0 °F
5,12/26/45,26.1 °F,27.8 °F,28.9 °F
6,12/27/45,10.0 °F,19.5 °F,28.0 °F
7,12/28/45,16.0 °F,25.5 °F,36.0 °F
8,12/29/45,32.0 °F,34.3 °F,37.0 °F
9,12/30/45,30.9 °F,33.9 °F,36.0 °F
10,12/31/45,17.1 °F,23.6 °F,30.9 °F
11,1/1/46,3.9 °F,11.4 °F,19.0 °F
12,1/2/46,9.0 °F,17.3 °F,27.0 °F
13,1/3/46,27.0 °F,31.3 °F,37.0 °F
14,1/4/46,34.0 °F,36.9 °F,41.0 °F
15,1/5/46,41.0 °F,47.4 °F,54.0 °F
16,1/6/46,41.0 °F,45.6 °F,54.0 °F
17,1/7/46,30.0 °F,33.1 °F,39.9 °F
18,1/8/46,30.0 °F,31.8 °F,34.0 °F
19,1/9/46,32.0 °F,34.6 °F,36.0 °F
20,1/10/46,28.0 °F,29.7 °F,32.0 °F
21,1/11/46,27.0 °F,30.2 °F,34.0 °F
22,1/12/46,19.0 °F,28.8 °F,34.0 °F
23,1/13/46,7.0 °F,13.3 °F,18.0 °F
24,1/14/46,15.1 °F,28.2 °F,41.0 °F
25,1/15/46,17.1 °F,23.1 °F,33.1 °F
26,1/16/46,10.0 °F,19.6 °F,32.0 °F
27,1/17/46,21.9 °F,27.1 °F,37.0 °F
28,1/18/46,30.0 °F,35.5 °F,48.0 °F
29,1/19/46,21.9 °F,26.2 °F,39.9 °F
30,1/20/46,23.0 °F,24.5 °F,28.0 °F
31,1/21/46,3.0 °F,10.5 °F,24.1 °F
32,1/22/46,0.0 °F,7.0 °F,19.0 °F
33,1/23/46,15.1 °F,24.9 °F,35.1 °F
34,1/24/46,21.9 °F,30.7 °F,35.1 °F
35,1/25/46,15.1 °F,24.2 °F,37.0 °F
36,1/26/46,-4.0 °F,7.6 °F,25.0 °F
37,1/27/46,-2.0 °F,9.1 °F,30.0 °F
38,1/28/46,27.0 °F,31.1 °F,39.9 °F
39,1/29/46,21.9 °F,30.8 °F,43.0 °F
40,1/30/46,33.1 °F,35.7 °F,41.0 °F
41,1/31/46,10.0 °F,17.4 °F,35.1 °F
42,2/1/46,12.0 °F,21.6 °F,37.9 °F
43,2/2/46,8.1 °F,14.4 °F,30.0 °F
44,2/3/46,3.0 °F,13.7 °F,27.0 °F
45,2/4/46,26.1 °F,29.4 °F,34.0 °F
46,2/5/46,35.1 °F,44.5 °F,55.0 °F
47,2/6/46,19.9 °F,32.2 °F,55.9 °F
48,2/7/46,14.0 °F,20.0 °F,30.9 °F
49,2/8/46,23.0 °F,34.4 °F,50.0 °F
50,2/9/46,17.1 °F,24.6 °F,39.9 °F
51,2/10/46,12.0 °F,18.4 °F,25.0 °F
52,2/11/46,18.0 °F,25.0 °F,33.1 °F
53,2/12/46,27.0 °F,34.7 °F,46.0 °F
54,2/13/46,27.0 °F,33.6 °F,39.9 °F
55,2/14/46,12.0 °F,20.6 °F,27.0 °F
56,2/15/46,-4.0 °F,4.1 °F,17.1 °F
57,2/16/46,18.0 °F,32.5 °F,45.0 °F
58,2/17/46,18.0 °F,28.9 °F,39.9 °F
59,2/18/46,27.0 °F,31.1 °F,36.0 °F
60,2/19/46,30.9 °F,33.6 °F,37.0 °F
61,2/20/46,21.9 °F,27.6 °F,35.1 °F
62,2/21/46,23.0 °F,28.7 °F,37.0 °F
63,2/22/46,30.9 °F,34.9 °F,39.0 °F
64,2/23/46,30.0 °F,33.3 °F,36.0 °F
65,2/24/46,25.0 °F,30.4 °F,34.0 °F
66,2/25/46,21.9 °F,27.7 °F,37.9 °F
67,2/26/46,28.9 °F,33.5 °F,35.1 °F
68,2/27/46,21.0 °F,26.1 °F,30.0 °F
69,2/28/46,21.0 °F,29.4 °F,45.0 °F
70,3/1/46,39.0 °F,42.4 °F,50.0 °F
71,3/2/46,30.9 °F,38.5 °F,51.1 °F
72,3/3/46,30.0 °F,41.4 °F,62.1 °F
73,3/4/46,32.0 °F,44.6 °F,57.9 °F
74,3/5/46,32.0 °F,36.1 °F,44.1 °F
75,3/6/46,39.9 °F,54.8 °F,60.1 °F
76,3/7/46,32.0 °F,40.2 °F,48.9 °F
77,3/8/46,35.1 °F,37.5 °F,41.0 °F
78,3/9/46,19.0 °F,26.4 °F,35.1 °F
79,3/10/46,21.0 °F,26.9 °F,32.0 °F
80,3/11/46,23.0 °F,32.5 °F,48.0 °F
81,3/12/46,41.0 °F,49.7 °F,66.0 °F
82,3/13/46,48.0 °F,56.5 °F,68.0 °F
83,3/14/46,48.9 °F,52.5 °F,61.0 °F
84,3/15/46,45.0 °F,47.4 °F,54.0 °F
85,3/16/46,39.9 °F,46.0 °F,51.1 °F
86,3/17/46,42.1 °F,47.5 °F,52.0 °F
87,3/18/46,39.0 °F,40.1 °F,42.1 °F
88,3/19/46,37.9 °F,42.1 °F,48.0 °F
89,3/20/46,34.0 °F,45.4 °F,57.0 °F
90,12/21/46,30.0 °F,31.8 °F,34.0 °F
91,12/22/46,30.0 °F,31.7 °F,34.0 °F
92,12/23/46,28.9 °F,35.3 °F,39.0 °F
93,12/24/46,23.0 °F,27.0 °F,34.0 °F
94,12/25/46,15.1 °F,26.0 °F,45.0 °F
95,12/26/46,19.0 °F,29.0 °F,42.1 °F
96,12/27/46,24.1 °F,36.5 °F,57.0 °F
97,12/28/46,28.0 °F,35.5 °F,57.9 °F
98,12/29/46,19.0 °F,28.2 °F,32.0 °F
99,12/30/46,1.9 °F,12.7 °F,19.0 °F
100,12/31/46,-2.9 °F,6.8 °F,12.9 °F
101,1/1/47,-2.0 °F,15.1 °F,27.0 °F
102,1/2/47,26.1 °F,27.5 °F,30.0 °F
103,1/3/47,14.0 °F,22.5 °F,28.0 °F
104,1/4/47,0.0 °F,8.0 °F,14.0 °F
105,1/5/47,1.9 °F,6.2 °F,15.1 °F
106,1/6/47,14.0 °F,20.2 °F,28.0 °F
107,1/7/47,23.0 °F,27.7 °F,34.0 °F
108,1/8/47,19.9 °F,28.5 °F,36.0 °F
109,1/9/47,16.0 °F,23.5 °F,28.0 °F
110,1/10/47,24.1 °F,30.4 °F,37.9 °F
111,1/11/47,36.0 °F,38.0 °F,39.0 °F
112,1/12/47,24.1 °F,28.9 °F,35.1 °F
113,1/13/47,28.9 °F,32.6 °F,37.9 °F
114,1/14/47,37.0 °F,43.1 °F,50.0 °F
115,1/15/47,28.0 °F,33.1 °F,41.0 °F
116,1/16/47,24.1 °F,27.3 °F,33.1 °F
117,1/17/47,23.0 °F,30.0 °F,41.0 °F
118,1/18/47,26.1 °F,34.9 °F,46.9 °F
119,1/19/47,28.9 °F,36.7 °F,48.0 °F
120,1/20/47,26.1 °F,34.1 °F,39.9 °F
121,1/21/47,-2.0 °F,9.8 °F,28.9 °F
122,1/22/47,3.0 °F,10.1 °F,25.0 °F
123,1/23/47,19.0 °F,30.2 °F,48.9 °F
124,1/24/47,39.0 °F,42.0 °F,48.9 °F
125,1/25/47,32.0 °F,39.2 °F,46.0 °F
126,1/26/47,30.0 °F,38.4 °F,45.0 °F
127,1/27/47,37.0 °F,41.1 °F,48.0 °F
128,1/28/47,25.0 °F,31.4 °F,39.0 °F
129,1/29/47,27.0 °F,30.1 °F,34.0 °F
130,1/30/47,28.0 °F,31.0 °F,35.1 °F
131,1/31/47,17.1 °F,21.1 °F,32.0 °F
132,2/1/47,10.0 °F,17.6 °F,28.0 °F
133,2/2/47,-2.9 °F,10.2 °F,26.1 °F
134,2/3/47,26.1 °F,31.6 °F,41.0 °F
135,2/4/47,-0.9 °F,3.0 °F,19.9 °F
136,2/5/47,-2.9 °F,2.5 °F,9.0 °F
137,2/6/47,3.9 °F,9.6 °F,19.0 °F
138,2/7/47,3.0 °F,9.2 °F,18.0 °F
139,2/8/47,1.9 °F,7.3 °F,14.0 °F
140,2/9/47,6.1 °F,10.6 °F,16.0 °F
141,2/10/47,9.0 °F,14.0 °F,23.0 °F
142,2/11/47,14.0 °F,21.4 °F,32.0 °F
143,2/12/47,28.9 °F,33.4 °F,42.1 °F
144,2/13/47,28.9 °F,35.2 °F,43.0 °F
145,2/14/47,36.0 °F,39.8 °F,46.0 °F
146,2/15/47,28.9 °F,32.9 °F,39.9 °F
147,2/16/47,27.0 °F,30.7 °F,34.0 °F
148,2/17/47,27.0 °F,30.3 °F,34.0 °F
149,2/18/47,12.9 °F,21.3 °F,34.0 °F
150,2/19/47,3.0 °F,12.0 °F,24.1 °F
151,2/20/47,19.0 °F,22.4 °F,27.0 °F
152,2/21/47,18.0 °F,21.7 °F,25.0 °F
153,2/22/47,10.9 °F,18.6 °F,21.9 °F
154,2/23/47,12.0 °F,13.7 °F,16.0 °F
155,2/24/47,12.9 °F,26.2 °F,30.0 °F
156,2/25/47,27.0 °F,28.2 °F,28.9 °F
157,2/26/47,25.0 °F,28.0 °F,30.9 °F
158,2/27/47,10.9 °F,19.2 °F,23.0 °F
159,2/28/47,10.9 °F,23.1 °F,30.9 °F
160,3/1/47,24.1 °F,25.6 °F,28.0 °F
161,3/2/47,23.0 °F,26.2 °F,28.0 °F
162,3/3/47,23.0 °F,26.0 °F,28.0 °F
163,3/4/47,18.0 °F,29.0 °F,35.1 °F
164,3/5/47,18.0 °F,30.4 °F,37.0 °F
165,3/6/47,28.0 °F,32.1 °F,35.1 °F
166,3/7/47,30.0 °F,30.7 °F,32.0 °F
167,3/8/47,27.0 °F,31.5 °F,35.1 °F
168,3/9/47,24.1 °F,32.4 °F,36.0 °F
169,3/10/47,26.1 °F,36.1 °F,41.0 °F
170,3/11/47,28.9 °F,38.3 °F,42.1 °F
171,3/12/47,35.1 °F,45.6 °F,51.1 °F
172,3/13/47,36.0 °F,38.2 °F,39.9 °F
173,3/14/47,28.0 °F,31.0 °F,36.0 °F
174,3/15/47,19.0 °F,25.2 °F,28.0 °F
175,3/16/47,21.0 °F,27.3 °F,30.0 °F
176,3/17/47,21.9 °F,29.8 °F,35.1 °F
177,3/18/47,24.1 °F,33.9 °F,41.0 °F
178,3/19/47,27.0 °F,37.5 °F,44.1 °F
179,3/20/47,30.0 °F,38.9 °F,43.0 °F
180,12/21/47,19.9 °F,29.3 °F,39.0 °F
181,12/22/47,19.0 °F,25.7 °F,30.0 °F
182,12/23/47,23.0 °F,28.0 °F,30.0 °F
183,12/24/47,26.1 °F,28.6 °F,32.0 °F
184,12/25/47,23.0 °F,27.5 °F,32.0 °F
185,12/26/47,18.0 °F,25.6 °F,32.0 °F
186,12/27/47,21.9 °F,31.6 °F,41.0 °F
187,12/28/47,18.0 °F,24.4 °F,34.0 °F
188,12/29/47,19.0 °F,27.1 °F,33.1 °F
189,12/30/47,28.9 °F,34.5 °F,43.0 °F
190,12/31/47,30.0 °F,30.8 °F,34.0 °F
191,1/1/48,30.0 °F,31.2 °F,33.1 °F
192,1/2/48,24.1 °F,27.7 °F,30.0 °F
193,1/3/48,26.1 °F,27.9 °F,32.0 °F
194,1/4/48,25.0 °F,29.3 °F,33.1 °F
195,1/5/48,28.0 °F,31.4 °F,34.0 °F
196,1/6/48,19.9 °F,28.3 °F,33.1 °F
197,1/7/48,15.1 °F,24.9 °F,37.9 °F
198,1/8/48,25.0 °F,31.5 °F,39.9 °F
199,1/9/48,32.0 °F,35.2 °F,39.9 °F
200,1/10/48,21.0 °F,27.9 °F,32.0 °F
201,1/11/48,26.1 °F,29.3 °F,35.1 °F
202,1/12/48,27.0 °F,33.8 °F,36.0 °F
203,1/13/48,10.9 °F,19.6 °F,27.0 °F
204,1/14/48,-0.9 °F,4.8 °F,10.9 °F
205,1/15/48,3.9 °F,18.8 °F,35.1 °F
206,1/16/48,3.0 °F,9.2 °F,34.0 °F
207,1/17/48,-9.9 °F,-2.7 °F,3.9 °F
208,1/18/48,-6.0 °F,2.9 °F,17.1 °F
209,1/19/48,12.0 °F,17.8 °F,24.1 °F
210,1/20/48,5.0 °F,19.2 °F,37.9 °F
211,1/21/48,12.9 °F,22.6 °F,37.0 °F
212,1/22/48,-2.0 °F,5.6 °F,14.0 °F
213,1/23/48,-0.9 °F,6.1 °F,14.0 °F
214,1/24/48,3.9 °F,11.2 °F,18.0 °F
215,1/25/48,5.0 °F,14.4 °F,24.1 °F
216,1/26/48,9.0 °F,14.7 °F,19.0 °F
217,1/27/48,-2.0 °F,4.2 °F,10.9 °F
218,1/28/48,-6.0 °F,2.9 °F,17.1 °F
219,1/29/48,7.0 °F,13.3 °F,24.1 °F
220,1/30/48,15.1 °F,19.2 °F,24.1 °F
221,1/31/48,10.9 °F,15.2 °F,21.0 °F
222,2/1/48,10.0 °F,17.7 °F,28.0 °F
223,2/2/48,19.0 °F,23.2 °F,30.0 °F
224,2/3/48,10.0 °F,14.9 °F,21.9 °F
225,2/4/48,21.0 °F,22.1 °F,25.0 °F
226,2/5/48,12.9 °F,21.0 °F,25.0 °F
227,2/6/48,8.1 °F,16.7 °F,26.1 °F
228,2/7/48,19.9 °F,24.1 °F,28.0 °F
229,2/8/48,1.9 °F,11.2 °F,24.1 °F
230,2/9/48,-0.9 °F,8.3 °F,19.9 °F
231,2/10/48,9.0 °F,15.9 °F,24.1 °F
232,2/11/48,21.9 °F,24.4 °F,28.9 °F
233,2/12/48,12.0 °F,21.0 °F,26.1 °F
234,2/13/48,24.1 °F,28.5 °F,32.0 °F
235,2/14/48,14.0 °F,22.8 °F,28.9 °F
236,2/15/48,6.1 °F,20.1 °F,39.0 °F
237,2/16/48,34.0 °F,38.4 °F,46.0 °F
238,2/17/48,32.0 °F,40.9 °F,52.0 °F
239,2/18/48,33.1 °F,42.0 °F,54.0 °F
240,2/19/48,27.0 °F,46.4 °F,53.1 °F
241,2/20/48,10.0 °F,16.0 °F,23.0 °F
242,2/21/48,12.9 °F,17.5 °F,24.1 °F
243,2/22/48,18.0 °F,21.4 °F,27.0 °F
244,2/23/48,23.0 °F,31.0 °F,46.0 °F
245,2/24/48,34.0 °F,38.5 °F,43.0 °F
246,2/25/48,37.0 °F,39.6 °F,42.1 °F
247,2/26/48,33.1 °F,39.4 °F,52.0 °F
248,2/27/48,35.1 °F,40.1 °F,45.0 °F
249,2/28/48,34.0 °F,40.3 °F,48.0 °F
250,2/29/48,27.0 °F,30.1 °F,33.1 °F
251,3/1/48,26.1 °F,27.7 °F,28.9 °F
252,3/2/48,28.0 °F,28.6 °F,30.0 °F
253,3/3/48,27.0 °F,27.5 °F,28.9 °F
254,3/4/48,21.9 °F,25.4 °F,28.0 °F
255,3/5/48,16.0 °F,21.5 °F,28.9 °F
256,3/6/48,27.0 °F,30.8 °F,35.1 °F
257,3/7/48,26.1 °F,30.8 °F,35.1 °F
258,3/8/48,21.9 °F,26.1 °F,30.9 °F
259,3/9/48,14.0 °F,22.3 °F,28.9 °F
260,3/10/48,10.9 °F,15.7 °F,21.9 °F
261,3/11/48,8.1 °F,12.5 °F,19.9 °F
262,3/12/48,1.0 °F,11.9 °F,25.0 °F
263,3/13/48,12.0 °F,24.1 °F,39.9 °F
264,3/14/48,30.0 °F,37.5 °F,51.1 °F
265,3/15/48,42.1 °F,46.6 °F,53.1 °F
266,3/16/48,37.0 °F,42.8 °F,53.1 °F
267,3/17/48,35.1 °F,38.9 °F,48.0 °F
268,3/18/48,35.1 °F,43.6 °F,61.0 °F
269,3/19/48,51.1 °F,54.9 °F,64.9 °F
270,3/20/48,34.0 °F,50.2 °F,70.0 °F
271,12/21/48,30.9 °F,36.2 °F,39.0 °F
272,12/22/48,19.0 °F,24.1 °F,30.0 °F
273,12/23/48,15.1 °F,20.0 °F,25.0 °F
274,12/24/48,16.0 °F,21.2 °F,28.0 °F
275,12/25/48,12.9 °F,18.4 °F,24.1 °F
276,12/26/48,7.0 °F,16.0 °F,25.0 °F
277,12/27/48,16.0 °F,21.9 °F,33.1 °F
278,12/28/48,21.9 °F,29.7 °F,35.1 °F
279,12/29/48,30.9 °F,36.1 °F,37.9 °F
280,12/30/48,25.0 °F,30.0 °F,32.0 °F
281,12/31/48,16.0 °F,24.1 °F,34.0 °F
282,1/1/49,14.0 °F,21.3 °F,30.0 °F
283,1/2/49,24.1 °F,28.5 °F,36.0 °F
284,1/3/49,30.9 °F,35.1 °F,39.0 °F
285,1/4/49,37.0 °F,38.9 °F,43.0 °F
286,1/5/49,26.1 °F,34.2 °F,44.1 °F
287,1/6/49,23.0 °F,28.5 °F,39.0 °F
288,1/7/49,35.1 °F,40.6 °F,51.1 °F
289,1/8/49,33.1 °F,42.4 °F,53.1 °F
290,1/9/49,35.1 °F,38.2 °F,44.1 °F
291,1/10/49,33.1 °F,34.3 °F,37.0 °F
292,1/11/49,30.0 °F,31.4 °F,34.0 °F
293,1/12/49,27.0 °F,29.0 °F,32.0 °F
294,1/13/49,23.0 °F,27.0 °F,33.1 °F
295,1/14/49,25.0 °F,31.5 °F,39.9 °F
296,1/15/49,30.0 °F,40.7 °F,60.1 °F
297,1/16/49,28.9 °F,43.5 °F,55.9 °F
298,1/17/49,19.9 °F,22.5 °F,28.0 °F
299,1/18/49,18.0 °F,24.6 °F,33.1 °F
300,1/19/49,10.0 °F,21.3 °F,35.1 °F
301,1/20/49,3.9 °F,11.8 °F,26.1 °F
302,1/21/49,26.1 °F,28.1 °F,32.0 °F
303,1/22/49,9.0 °F,18.3 °F,28.0 °F
304,1/23/49,24.1 °F,30.4 °F,35.1 °F
305,1/24/49,30.0 °F,35.8 °F,39.0 °F
306,1/25/49,25.0 °F,27.0 °F,30.0 °F
307,1/26/49,28.9 °F,30.6 °F,32.0 °F
308,1/27/49,28.0 °F,30.6 °F,33.1 °F
309,1/28/49,19.0 °F,29.4 °F,37.0 °F
310,1/29/49,-0.9 °F,4.8 °F,19.0 °F
311,1/30/49,-4.0 °F,2.7 °F,16.0 °F
312,1/31/49,9.0 °F,15.0 °F,23.0 °F
313,2/1/49,17.1 °F,20.8 °F,25.0 °F
314,2/2/49,1.9 °F,12.5 °F,25.0 °F
315,2/3/49,19.0 °F,25.6 °F,33.1 °F
316,2/4/49,12.9 °F,24.2 °F,30.9 °F
317,2/5/49,1.0 °F,11.8 °F,28.0 °F
318,2/6/49,10.9 °F,20.2 °F,34.0 °F
319,2/7/49,5.0 °F,16.6 °F,32.0 °F
320,2/8/49,26.1 °F,33.2 °F,41.0 °F
321,2/9/49,10.9 °F,21.5 °F,34.0 °F
322,2/10/49,21.0 °F,24.3 °F,27.0 °F
323,2/11/49,14.0 °F,23.8 °F,41.0 °F
324,2/12/49,35.1 °F,39.7 °F,44.1 °F
325,2/13/49,30.0 °F,35.4 °F,42.1 °F
326,2/14/49,18.0 °F,24.2 °F,30.0 °F
327,2/15/49,19.0 °F,26.8 °F,32.0 °F
328,2/16/49,26.1 °F,29.6 °F,34.0 °F
329,2/17/49,14.0 °F,25.3 °F,42.1 °F
330,2/18/49,37.0 °F,42.3 °F,54.0 °F
331,2/19/49,33.1 °F,37.9 °F,45.0 °F
332,2/20/49,30.9 °F,32.5 °F,35.1 °F
333,2/21/49,30.9 °F,33.0 °F,36.0 °F
334,2/22/49,33.1 °F,35.2 °F,39.0 °F
335,2/23/49,30.0 °F,33.0 °F,37.9 °F
336,2/24/49,36.0 °F,39.9 °F,43.0 °F
337,2/25/49,26.1 °F,29.0 °F,34.0 °F
338,2/26/49,27.0 °F,32.2 °F,42.1 °F
339,2/27/49,28.9 °F,33.7 °F,37.0 °F
340,2/28/49,15.1 °F,21.0 °F,28.9 °F
341,3/1/49,14.0 °F,21.6 °F,35.1 °F
342,3/2/49,27.0 °F,30.4 °F,35.1 °F
343,3/3/49,33.1 °F,34.8 °F,37.9 °F
344,3/4/49,35.1 °F,41.9 °F,57.9 °F
345,3/5/49,36.0 °F,43.8 °F,53.1 °F
346,3/6/49,28.9 °F,32.9 °F,43.0 °F
347,3/7/49,21.0 °F,29.7 °F,39.9 °F
348,3/8/49,35.1 °F,40.7 °F,52.0 °F
349,3/9/49,30.9 °F,34.7 °F,46.9 °F
350,3/10/49,28.0 °F,29.6 °F,30.9 °F
351,3/11/49,21.0 °F,26.2 °F,30.0 °F
352,3/12/49,19.9 °F,27.0 °F,35.1 °F
353,3/13/49,21.0 °F,30.6 °F,42.1 °F
354,3/14/49,28.9 °F,33.4 °F,37.9 °F
355,3/15/49,12.9 °F,21.6 °F,30.0 °F
356,3/16/49,19.0 °F,25.3 °F,30.0 °F
357,3/17/49,16.0 °F,26.3 °F,35.1 °F
358,3/18/49,23.0 °F,28.9 °F,33.1 °F
359,3/19/49,16.0 °F,25.6 °F,35.1 °F
360,3/20/49,26.1 °F,36.8 °F,55.9 °F
361,12/21/49,39.0 °F,43.7 °F,57.9 °F
362,12/22/49,21.0 °F,32.5 °F,42.1 °F
363,12/23/49,3.9 °F,11.7 °F,19.0 °F
364,12/24/49,14.0 °F,21.8 °F,32.0 °F
365,12/25/49,30.0 °F,34.6 °F,37.9 °F
366,12/26/49,32.0 °F,34.3 °F,39.0 °F
367,12/27/49,28.9 °F,32.0 °F,33.1 °F
368,12/28/49,24.1 °F,31.7 °F,43.0 °F
369,12/29/49,33.1 °F,36.4 °F,39.9 °F
370,12/30/49,30.0 °F,36.3 °F,48.9 °F
371,12/31/49,39.0 °F,41.4 °F,46.0 °F
372,1/1/50,43.0 °F,44.7 °F,48.0 °F
373,1/2/50,46.0 °F,48.2 °F,52.0 °F
374,1/3/50,43.0 °F,54.4 °F,60.1 °F
375,1/4/50,9.0 °F,19.2 °F,37.9 °F
376,1/5/50,9.0 °F,14.4 °F,24.1 °F
377,1/6/50,24.1 °F,26.2 °F,30.0 °F
378,1/7/50,18.0 °F,22.1 °F,27.0 °F
379,1/8/50,17.1 °F,24.3 °F,37.0 °F
380,1/9/50,30.9 °F,37.2 °F,45.0 °F
381,1/10/50,26.1 °F,39.8 °F,52.0 °F
382,1/11/50,14.0 °F,22.2 °F,30.9 °F
383,1/12/50,28.9 °F,34.6 °F,43.0 °F
384,1/13/50,37.9 °F,40.5 °F,45.0 °F
385,1/14/50,15.1 °F,26.6 °F,51.1 °F
386,1/15/50,24.1 °F,33.1 °F,48.9 °F
387,1/16/50,9.0 °F,15.1 °F,25.0 °F
388,1/17/50,18.0 °F,26.7 °F,41.0 °F
389,1/18/50,6.1 °F,18.6 °F,37.9 °F
390,1/19/50,1.0 °F,8.9 °F,24.1 °F
391,1/20/50,10.9 °F,19.7 °F,30.9 °F
392,1/21/50,25.0 °F,30.6 °F,41.0 °F
393,1/22/50,36.0 °F,36.9 °F,39.0 °F
394,1/23/50,35.1 °F,35.5 °F,36.0 °F
395,1/24/50,34.0 °F,41.6 °F,63.0 °F
396,1/25/50,39.0 °F,51.6 °F,66.9 °F
397,1/26/50,19.9 °F,28.8 °F,52.0 °F
398,1/27/50,8.1 °F,17.1 °F,33.1 °F
399,1/28/50,25.0 °F,30.7 °F,44.1 °F
400,1/29/50,17.1 °F,30.2 °F,37.9 °F
401,1/30/50,7.0 °F,12.7 °F,21.0 °F
402,1/31/50,19.9 °F,23.7 °F,28.9 °F
403,2/1/50,18.0 °F,24.8 °F,30.9 °F
404,2/2/50,21.9 °F,28.2 °F,30.9 °F
405,2/3/50,12.9 °F,21.8 °F,37.0 °F
406,2/4/50,18.0 °F,28.9 °F,39.9 °F
407,2/5/50,19.0 °F,32.1 °F,39.9 °F
408,2/6/50,36.0 °F,37.8 °F,39.9 °F
409,2/7/50,34.0 °F,35.1 °F,36.0 °F
410,2/8/50,28.9 °F,32.4 °F,36.0 °F
411,2/9/50,33.1 °F,35.5 °F,41.0 °F
412,2/10/50,28.9 °F,33.8 °F,41.0 °F
413,2/11/50,27.0 °F,32.6 °F,42.1 °F
414,2/12/50,30.0 °F,31.6 °F,34.0 °F
415,2/13/50,30.0 °F,31.5 °F,33.1 °F
416,2/14/50,32.0 °F,33.5 °F,35.1 °F
417,2/15/50,26.1 °F,28.2 °F,32.0 °F
418,2/16/50,19.9 °F,24.7 °F,28.9 °F
419,2/17/50,17.1 °F,27.5 °F,37.0 °F
420,2/18/50,24.1 °F,30.7 °F,36.0 °F
421,2/19/50,12.0 °F,21.4 °F,28.9 °F
422,2/20/50,15.1 °F,19.2 °F,24.1 °F
423,2/21/50,19.9 °F,30.4 °F,37.0 °F
424,2/22/50,23.0 °F,25.7 °F,28.0 °F
425,2/23/50,10.0 °F,21.0 °F,30.0 °F
426,2/24/50,1.0 °F,12.9 °F,28.0 °F
427,2/25/50,-0.9 °F,4.9 °F,14.0 °F
428,2/26/50,0.0 °F,7.9 °F,19.9 °F
429,2/27/50,0.0 °F,13.6 °F,33.1 °F
430,2/28/50,28.0 °F,34.8 °F,39.9 °F
431,3/1/50,18.0 °F,23.1 °F,30.9 °F
432,3/2/50,1.0 °F,8.1 °F,17.1 °F
433,3/3/50,7.0 °F,15.8 °F,30.0 °F
434,3/4/50,28.0 °F,33.8 °F,44.1 °F
435,3/5/50,39.0 °F,42.3 °F,51.1 °F
436,3/6/50,32.0 °F,40.2 °F,48.0 °F
437,3/7/50,37.9 °F,45.0 °F,55.9 °F
438,3/8/50,18.0 °F,28.9 °F,50.0 °F
439,3/9/50,10.9 °F,17.8 °F,27.0 °F
440,3/10/50,21.9 °F,29.0 °F,41.0 °F
441,3/11/50,32.0 °F,34.3 °F,37.0 °F
442,3/12/50,24.1 °F,26.8 °F,30.9 °F
443,3/13/50,17.1 °F,22.8 °F,26.1 °F
444,3/14/50,15.1 °F,25.2 °F,41.0 °F
445,3/15/50,23.0 °F,30.3 °F,37.0 °F
446,3/16/50,28.0 °F,30.5 °F,33.1 °F
447,3/17/50,30.0 °F,34.2 °F,39.9 °F
448,3/18/50,19.0 °F,25.9 °F,30.9 °F
449,3/19/50,24.1 °F,27.8 °F,33.1 °F
450,3/20/50,30.9 °F,34.1 °F,39.0 °F
451,12/21/50,10.0 °F,17.5 °F,28.0 °F
452,12/22/50,26.1 °F,29.1 °F,35.1 °F
453,12/23/50,17.1 °F,26.2 °F,37.9 °F
454,12/24/50,17.1 °F,28.5 °F,39.0 °F
455,12/25/50,6.1 °F,10.7 °F,16.0 °F
456,12/26/50,6.1 °F,16.6 °F,19.9 °F
457,12/27/50,-9.0 °F,0.5 °F,12.9 °F
458,12/28/50,1.0 °F,9.5 °F,25.0 °F
459,12/29/50,12.0 °F,19.2 °F,28.0 °F
460,12/30/50,12.9 °F,19.2 °F,24.1 °F
461,12/31/50,10.9 °F,20.5 °F,32.0 °F
462,1/1/51,30.0 °F,32.8 °F,39.0 °F
463,1/2/51,35.1 °F,37.1 °F,39.0 °F
464,1/3/51,30.9 °F,36.3 °F,41.0 °F
465,1/4/51,24.1 °F,28.4 °F,33.1 °F
466,1/5/51,28.9 °F,31.3 °F,35.1 °F
467,1/6/51,21.0 °F,28.3 °F,35.1 °F
468,1/7/51,5.0 °F,12.2 °F,19.9 °F
469,1/8/51,1.9 °F,8.4 °F,18.0 °F
470,1/9/51,14.0 °F,25.0 °F,41.0 °F
471,1/10/51,33.1 °F,35.3 °F,39.9 °F
472,1/11/51,19.0 °F,25.3 °F,33.1 °F
473,1/12/51,21.0 °F,28.3 °F,37.9 °F
474,1/13/51,30.0 °F,32.3 °F,36.0 °F
475,1/14/51,32.0 °F,33.1 °F,34.0 °F
476,1/15/51,25.0 °F,29.3 °F,33.1 °F
477,1/16/51,19.0 °F,27.1 °F,39.0 °F
478,1/17/51,35.1 °F,38.9 °F,44.1 °F
479,1/18/51,32.0 °F,38.9 °F,53.1 °F
480,1/19/51,30.9 °F,40.2 °F,48.9 °F
