,date,min,avg,max
3448,1/9/84,24.3 °F,27.3 °F,28.2 °F
3449,1/10/84,17.2 °F,21.8 °F,30.2 °F
3450,1/11/84,11.1 °F,18.0 °F,24.3 °F
3451,1/12/84,17.2 °F,19.8 °F,22.1 °F
3452,1/13/84,21.2 °F,23.6 °F,26.2 °F
3453,1/14/84,24.3 °F,26.9 °F,28.2 °F
3454,1/15/84,17.2 °F,21.7 °F,27.1 °F
3455,1/16/84,12.2 °F,17.1 °F,22.1 °F
3456,1/17/84,12.2 °F,17.2 °F,22.1 °F
3457,1/18/84,2.1 °F,9.2 °F,13.1 °F
3458,1/19/84,-3.8 °F,2.4 °F,9.1 °F
3459,1/20/84,-5.8 °F,-1.2 °F,9.1 °F
3460,1/21/84,-10.8 °F,-2.0 °F,10.2 °F
3461,1/22/84,6.3 °F,17.0 °F,26.2 °F
3462,1/23/84,23.2 °F,28.0 °F,32.0 °F
3463,1/24/84,33.1 °F,35.3 °F,37.9 °F
3464,1/25/84,30.2 °F,35.3 °F,39.0 °F
3465,1/26/84,37.0 °F,39.7 °F,43.0 °F
3466,1/27/84,25.2 °F,29.8 °F,39.9 °F
3467,1/28/84,23.2 °F,27.4 °F,36.0 °F
3468,1/29/84,25.2 °F,29.7 °F,37.0 °F
3469,1/30/84,25.2 °F,26.7 °F,30.2 °F
3470,1/31/84,13.1 °F,20.0 °F,25.2 °F
3471,2/1/84,24.3 °F,30.2 °F,39.0 °F
3472,2/2/84,33.1 °F,39.8 °F,45.0 °F
3473,2/3/84,32.0 °F,35.9 °F,41.0 °F
3474,2/4/84,33.1 °F,35.7 °F,37.9 °F
3475,2/5/84,21.2 °F,26.8 °F,33.1 °F
3476,2/6/84,8.2 °F,13.7 °F,19.2 °F
3477,2/7/84,9.1 °F,16.1 °F,26.2 °F
3478,2/8/84,17.2 °F,25.5 °F,35.1 °F
3479,2/9/84,31.1 °F,38.1 °F,46.9 °F
3480,2/10/84,39.0 °F,40.9 °F,43.0 °F
3481,2/11/84,37.0 °F,38.8 °F,41.0 °F
3482,2/12/84,37.9 °F,45.6 °F,55.0 °F
3483,2/13/84,44.1 °F,47.2 °F,54.0 °F
3484,2/14/84,39.0 °F,48.4 °F,57.0 °F
3485,2/15/84,36.0 °F,45.5 °F,54.0 °F
3486,2/16/84,37.0 °F,40.2 °F,45.0 °F
3487,2/17/84,39.9 °F,41.1 °F,45.0 °F
3488,2/18/84,39.0 °F,41.0 °F,44.1 °F
3489,2/19/84,39.0 °F,40.6 °F,43.0 °F
3490,2/20/84,33.1 °F,38.6 °F,44.1 °F
3491,2/21/84,35.1 °F,39.9 °F,44.1 °F
3492,2/22/84,41.0 °F,49.7 °F,60.1 °F
3493,2/23/84,43.0 °F,52.7 °F,60.1 °F
3494,2/24/84,37.9 °F,42.1 °F,55.9 °F
3495,2/25/84,36.0 °F,37.7 °F,39.9 °F
3496,2/26/84,33.1 °F,34.7 °F,37.0 °F
3497,2/27/84,29.1 °F,30.5 °F,32.0 °F
3498,2/28/84,28.2 °F,29.7 °F,31.1 °F
3499,2/29/84,23.2 °F,28.0 °F,33.1 °F
3500,3/1/84,23.2 °F,30.2 °F,37.0 °F
3501,3/2/84,30.2 °F,30.9 °F,32.0 °F
3502,3/3/84,26.2 °F,31.4 °F,36.0 °F
3503,3/4/84,30.2 °F,31.1 °F,33.1 °F
3504,3/5/84,30.2 °F,31.9 °F,34.0 °F
3505,3/6/84,22.1 °F,26.9 °F,33.1 °F
3506,3/7/84,20.1 °F,22.9 °F,26.2 °F
3507,3/8/84,21.2 °F,22.9 °F,25.2 °F
3508,3/9/84,18.1 °F,22.9 °F,26.2 °F
3509,3/10/84,16.2 °F,21.9 °F,25.2 °F
3510,3/11/84,14.2 °F,20.5 °F,30.2 °F
3511,3/12/84,19.2 °F,20.4 °F,22.1 °F
3512,3/13/84,23.2 °F,28.2 °F,32.0 °F
3513,3/14/84,28.2 °F,33.1 °F,37.0 °F
3514,3/15/84,34.0 °F,43.9 °F,52.0 °F
3515,3/16/84,29.1 °F,33.3 °F,41.0 °F
3516,3/17/84,29.1 °F,30.3 °F,31.1 °F
3517,3/18/84,30.2 °F,31.1 °F,32.0 °F
3518,3/19/84,32.0 °F,32.8 °F,34.0 °F
3519,3/20/84,31.1 °F,37.2 °F,42.1 °F
3520,12/21/84,31.1 °F,40.7 °F,55.0 °F
3521,12/22/84,24.3 °F,31.3 °F,50.0 °F
3522,12/23/84,28.2 °F,37.4 °F,45.0 °F
3523,12/24/84,15.3 °F,27.7 °F,44.1 °F
3524,12/25/84,5.2 °F,13.3 °F,23.2 °F
3525,12/26/84,22.1 °F,26.9 °F,31.1 °F
3526,12/27/84,32.0 °F,38.7 °F,44.1 °F
3527,12/28/84,46.0 °F,59.8 °F,68.0 °F
3528,12/29/84,37.9 °F,52.3 °F,64.9 °F
3529,12/30/84,34.0 °F,35.9 °F,39.0 °F
3530,12/31/84,34.0 °F,35.9 °F,37.9 °F
3531,1/1/85,27.1 °F,31.0 °F,36.0 °F
3532,1/2/85,10.2 °F,17.4 °F,24.3 °F
3533,1/3/85,14.2 °F,19.6 °F,24.3 °F
3534,1/4/85,19.2 °F,24.2 °F,30.2 °F
3535,1/5/85,28.2 °F,34.6 °F,37.0 °F
3536,1/6/85,33.1 °F,35.2 °F,39.0 °F
3537,1/7/85,33.1 °F,34.5 °F,36.0 °F
3538,1/8/85,27.1 °F,30.1 °F,35.1 °F
3539,1/9/85,24.3 °F,25.0 °F,26.2 °F
3540,1/10/85,23.2 °F,25.6 °F,27.1 °F
3541,1/11/85,24.3 °F,26.5 °F,28.2 °F
3542,1/12/85,10.2 °F,17.4 °F,23.2 °F
3543,1/13/85,13.1 °F,22.0 °F,33.1 °F
3544,1/14/85,21.2 °F,29.6 °F,35.1 °F
3545,1/15/85,9.1 °F,15.7 °F,20.1 °F
3546,1/16/85,18.1 °F,21.3 °F,24.3 °F
3547,1/17/85,17.2 °F,20.5 °F,24.3 °F
3548,1/18/85,18.1 °F,24.7 °F,29.1 °F
3549,1/19/85,-7.8 °F,3.3 °F,22.1 °F
3550,1/20/85,-20.7 °F,-13.9 °F,-8.9 °F
3551,1/21/85,-8.9 °F,7.6 °F,20.1 °F
3552,1/22/85,17.2 °F,20.6 °F,24.3 °F
3553,1/23/85,18.1 °F,22.3 °F,27.1 °F
3554,1/24/85,26.2 °F,27.8 °F,30.2 °F
3555,1/25/85,10.2 °F,20.3 °F,30.2 °F
3556,1/26/85,4.1 °F,10.4 °F,16.2 °F
3557,1/27/85,18.1 °F,26.0 °F,33.1 °F
3558,1/28/85,14.2 °F,21.2 °F,27.1 °F
3559,1/29/85,14.2 °F,18.6 °F,23.2 °F
3560,1/30/85,22.1 °F,27.6 °F,32.0 °F
3561,1/31/85,8.2 °F,14.8 °F,31.1 °F
3562,2/1/85,1.2 °F,6.2 °F,11.1 °F
3563,2/2/85,6.3 °F,9.4 °F,13.1 °F
3564,2/3/85,4.1 °F,11.6 °F,21.2 °F
3565,2/4/85,14.2 °F,19.9 °F,25.2 °F
3566,2/5/85,21.2 °F,24.3 °F,27.1 °F
3567,2/6/85,13.1 °F,19.6 °F,24.3 °F
3568,2/7/85,5.2 °F,15.2 °F,24.3 °F
3569,2/8/85,9.1 °F,18.2 °F,22.1 °F
3570,2/9/85,19.2 °F,21.4 °F,25.2 °F
3571,2/10/85,23.2 °F,26.3 °F,29.1 °F
3572,2/11/85,28.2 °F,28.6 °F,29.1 °F
3573,2/12/85,21.2 °F,23.5 °F,27.1 °F
3574,2/13/85,14.2 °F,21.6 °F,26.2 °F
3575,2/14/85,18.1 °F,21.4 °F,26.2 °F
3576,2/15/85,8.2 °F,15.1 °F,20.1 °F
3577,2/16/85,11.1 °F,24.0 °F,34.0 °F
3578,2/17/85,28.2 °F,34.0 °F,39.9 °F
3579,2/18/85,32.0 °F,36.2 °F,39.9 °F
3580,2/19/85,20.1 °F,29.0 °F,37.9 °F
3581,2/20/85,29.1 °F,35.7 °F,44.1 °F
3582,2/21/85,39.9 °F,42.9 °F,46.0 °F
3583,2/22/85,43.0 °F,46.0 °F,48.0 °F
3584,2/23/85,36.0 °F,39.4 °F,45.0 °F
3585,2/24/85,36.0 °F,37.9 °F,41.0 °F
3586,2/25/85,37.0 °F,39.4 °F,41.0 °F
3587,2/26/85,37.9 °F,40.8 °F,44.1 °F
3588,2/27/85,27.1 °F,32.2 °F,39.9 °F
3589,2/28/85,30.2 °F,37.1 °F,46.0 °F
3590,3/1/85,39.9 °F,41.2 °F,44.1 °F
3591,3/2/85,36.0 °F,38.9 °F,44.1 °F
3592,3/3/85,34.0 °F,35.2 °F,36.0 °F
3593,3/4/85,31.1 °F,42.8 °F,55.0 °F
3594,3/5/85,28.2 °F,30.3 °F,37.0 °F
3595,3/6/85,26.2 °F,30.1 °F,34.0 °F
3596,3/7/85,32.0 °F,37.3 °F,42.1 °F
3597,3/8/85,37.9 °F,45.4 °F,53.1 °F
3598,3/9/85,39.0 °F,46.9 °F,54.0 °F
3599,3/10/85,42.1 °F,53.6 °F,64.0 °F
3600,3/11/85,43.0 °F,50.2 °F,59.0 °F
3601,3/12/85,39.0 °F,44.4 °F,52.0 °F
3602,3/13/85,36.0 °F,39.2 °F,44.1 °F
3603,3/14/85,36.0 °F,42.7 °F,48.9 °F
3604,3/15/85,36.0 °F,42.4 °F,50.0 °F
3605,3/16/85,42.1 °F,46.4 °F,50.0 °F
3606,3/17/85,34.0 °F,38.3 °F,45.0 °F
3607,3/18/85,31.1 °F,37.5 °F,46.0 °F
3608,3/19/85,43.0 °F,48.7 °F,59.0 °F
3609,3/20/85,37.0 °F,41.0 °F,46.0 °F
3610,12/21/85,4.1 °F,13.6 °F,18.1 °F
3611,12/22/85,12.2 °F,27.3 °F,36.0 °F
3612,12/23/85,31.1 °F,34.5 °F,36.0 °F
3613,12/24/85,8.2 °F,18.2 °F,37.0 °F
3614,12/25/85,-3.8 °F,2.4 °F,7.2 °F
3615,12/26/85,2.1 °F,14.1 °F,26.2 °F
3616,12/27/85,16.2 °F,24.6 °F,34.0 °F
3617,12/28/85,8.2 °F,14.4 °F,21.2 °F
3618,12/29/85,12.2 °F,17.5 °F,22.1 °F
3619,12/30/85,12.2 °F,23.8 °F,39.0 °F
3620,12/31/85,24.3 °F,29.9 °F,39.9 °F
3621,1/1/86,18.1 °F,25.4 °F,34.0 °F
3622,1/2/86,34.0 °F,36.3 °F,39.0 °F
3623,1/3/86,30.2 °F,32.0 °F,35.1 °F
3624,1/4/86,30.2 °F,32.2 °F,35.1 °F
3625,1/5/86,9.1 °F,21.7 °F,30.2 °F
3626,1/6/86,14.2 °F,19.3 °F,30.2 °F
3627,1/7/86,6.3 °F,11.9 °F,17.2 °F
3628,1/8/86,7.2 °F,13.2 °F,22.1 °F
3629,1/9/86,21.2 °F,30.3 °F,41.0 °F
3630,1/10/86,35.1 °F,37.5 °F,39.9 °F
3631,1/11/86,27.1 °F,34.7 °F,44.1 °F
3632,1/12/86,32.0 °F,38.7 °F,44.1 °F
3633,1/13/86,18.1 °F,24.5 °F,32.0 °F
3634,1/14/86,23.2 °F,26.9 °F,30.2 °F
3635,1/15/86,23.2 °F,29.5 °F,39.0 °F
3636,1/16/86,30.2 °F,39.5 °F,51.1 °F
3637,1/17/86,42.1 °F,49.4 °F,55.0 °F
3638,1/18/86,39.0 °F,45.8 °F,51.1 °F
3639,1/19/86,32.0 °F,34.5 °F,37.9 °F
3640,1/20/86,28.2 °F,31.2 °F,35.1 °F
3641,1/21/86,32.0 °F,40.6 °F,53.1 °F
3642,1/22/86,34.0 °F,37.4 °F,52.0 °F
3643,1/23/86,30.2 °F,33.5 °F,37.9 °F
3644,1/24/86,33.1 °F,34.9 °F,37.0 °F
3645,1/25/86,31.1 °F,33.1 °F,37.9 °F
3646,1/26/86,11.1 °F,19.8 °F,29.1 °F
3647,1/27/86,1.2 °F,5.5 °F,10.2 °F
3648,1/28/86,4.1 °F,11.7 °F,19.2 °F
3649,1/29/86,19.2 °F,21.2 °F,24.3 °F
3650,1/30/86,12.2 °F,17.4 °F,24.3 °F
3651,1/31/86,24.3 °F,28.7 °F,32.0 °F
3652,2/1/86,31.1 °F,40.7 °F,50.0 °F
3653,2/2/86,34.0 °F,35.5 °F,37.0 °F
3654,2/3/86,31.1 °F,33.1 °F,35.1 °F
3655,2/4/86,32.0 °F,33.4 °F,34.0 °F
3656,2/5/86,33.1 °F,34.3 °F,36.0 °F
3657,2/6/86,31.1 °F,32.1 °F,33.1 °F
3658,2/7/86,20.1 °F,26.6 °F,30.2 °F
3659,2/8/86,26.2 °F,29.8 °F,33.1 °F
3660,2/9/86,13.1 °F,20.1 °F,30.2 °F
3661,2/10/86,8.2 °F,13.8 °F,21.2 °F
3662,2/11/86,11.1 °F,17.5 °F,24.3 °F
3663,2/12/86,5.2 °F,12.0 °F,20.1 °F
3664,2/13/86,0.1 °F,8.8 °F,16.2 °F
3665,2/14/86,14.2 °F,22.4 °F,26.2 °F
3666,2/15/86,4.1 °F,14.5 °F,22.1 °F
3667,2/16/86,18.1 °F,23.9 °F,30.2 °F
3668,2/17/86,28.2 °F,31.1 °F,33.1 °F
3669,2/18/86,32.0 °F,33.6 °F,37.9 °F
3670,2/19/86,31.1 °F,32.9 °F,35.1 °F
3671,2/20/86,31.1 °F,33.5 °F,36.0 °F
3672,2/21/86,24.3 °F,26.9 °F,31.1 °F
3673,2/22/86,17.2 °F,23.3 °F,34.0 °F
3674,2/23/86,23.2 °F,28.6 °F,31.1 °F
3675,2/24/86,26.2 °F,29.0 °F,31.1 °F
3676,2/25/86,26.2 °F,32.6 °F,37.9 °F
3677,2/26/86,30.2 °F,33.8 °F,37.9 °F
3678,2/27/86,23.2 °F,29.0 °F,37.0 °F
3679,2/28/86,16.2 °F,22.9 °F,30.2 °F
3680,3/1/86,22.1 °F,31.2 °F,41.0 °F
3681,3/2/86,34.0 °F,36.7 °F,39.9 °F
3682,3/3/86,34.0 °F,35.3 °F,37.9 °F
3683,3/4/86,35.1 °F,37.2 °F,42.1 °F
3684,3/5/86,35.1 °F,38.8 °F,42.1 °F
3685,3/6/86,28.2 °F,32.9 °F,37.0 °F
3686,3/7/86,11.1 °F,18.9 °F,34.0 °F
3687,3/8/86,15.3 °F,22.5 °F,34.0 °F
3688,3/9/86,33.1 °F,47.9 °F,63.0 °F
3689,3/10/86,39.9 °F,56.0 °F,63.0 °F
3690,3/11/86,30.2 °F,34.2 °F,39.0 °F
3691,3/12/86,33.1 °F,35.3 °F,37.9 °F
3692,3/13/86,37.0 °F,45.0 °F,57.9 °F
3693,3/14/86,39.9 °F,42.2 °F,45.0 °F
3694,3/15/86,39.0 °F,41.0 °F,44.1 °F
3695,3/16/86,36.0 °F,38.6 °F,39.9 °F
3696,3/17/86,35.1 °F,39.7 °F,44.1 °F
3697,3/18/86,39.0 °F,44.9 °F,59.0 °F
3698,3/19/86,28.2 °F,41.0 °F,53.1 °F
3699,3/20/86,14.2 °F,21.4 °F,32.0 °F
3700,12/21/86,34.0 °F,36.4 °F,39.0 °F
3701,12/22/86,29.1 °F,32.5 °F,36.0 °F
3702,12/23/86,31.1 °F,32.8 °F,35.1 °F
3703,12/24/86,31.1 °F,34.6 °F,36.0 °F
3704,12/25/86,28.2 °F,31.8 °F,37.0 °F
3705,12/26/86,30.2 °F,32.4 °F,35.1 °F
3706,12/27/86,34.0 °F,35.2 °F,37.0 °F
3707,12/28/86,28.2 °F,34.8 °F,42.1 °F
3708,12/29/86,30.2 °F,33.7 °F,39.0 °F
3709,12/30/86,35.1 °F,37.4 °F,39.9 °F
3710,12/31/86,34.0 °F,36.2 °F,37.9 °F
3711,1/1/87,32.0 °F,33.8 °F,35.1 °F
3712,1/2/87,34.0 °F,36.7 °F,37.9 °F
3713,1/3/87,35.1 °F,37.7 °F,41.0 °F
3714,1/4/87,33.1 °F,35.9 °F,37.9 °F
3715,1/5/87,35.1 °F,38.3 °F,43.0 °F
3716,1/6/87,36.0 °F,41.7 °F,46.0 °F
3717,1/7/87,35.1 °F,37.9 °F,44.1 °F
3718,1/8/87,29.1 °F,31.9 °F,35.1 °F
3719,1/9/87,27.1 °F,30.3 °F,32.0 °F
3720,1/10/87,31.1 °F,33.3 °F,36.0 °F
3721,1/11/87,28.2 °F,31.8 °F,34.0 °F
3722,1/12/87,28.2 °F,36.2 °F,45.0 °F
3723,1/13/87,32.0 °F,37.6 °F,43.0 °F
3724,1/14/87,39.9 °F,41.1 °F,44.1 °F
3725,1/15/87,34.0 °F,37.3 °F,39.9 °F
3726,1/16/87,27.1 °F,30.3 °F,34.0 °F
3727,1/17/87,26.2 °F,29.1 °F,31.1 °F
3728,1/18/87,23.2 °F,26.2 °F,30.2 °F
3729,1/19/87,22.1 °F,27.5 °F,31.1 °F
3730,1/20/87,22.1 °F,24.9 °F,29.1 °F
3731,1/21/87,20.1 °F,23.8 °F,30.2 °F
3732,1/22/87,23.2 °F,28.0 °F,31.1 °F
3733,1/23/87,1.2 °F,5.5 °F,19.2 °F
3734,1/24/87,0.1 °F,5.4 °F,10.2 °F
3735,1/25/87,7.2 °F,13.4 °F,20.1 °F
3736,1/26/87,13.1 °F,18.7 °F,25.2 °F
3737,1/27/87,14.2 °F,18.4 °F,22.1 °F
3738,1/28/87,22.1 °F,29.2 °F,34.0 °F
3739,1/29/87,30.2 °F,31.7 °F,34.0 °F
3740,1/30/87,32.0 °F,33.7 °F,35.1 °F
3741,1/31/87,26.2 °F,31.8 °F,34.0 °F
3742,2/1/87,32.0 °F,39.3 °F,46.0 °F
3743,2/2/87,34.0 °F,39.9 °F,46.9 °F
3744,2/3/87,37.0 °F,39.2 °F,44.1 °F
3745,2/4/87,27.1 °F,33.9 °F,39.9 °F
3746,2/5/87,30.2 °F,32.5 °F,36.0 °F
3747,2/6/87,31.1 °F,38.0 °F,45.0 °F
3748,2/7/87,36.0 °F,42.4 °F,51.1 °F
3749,2/8/87,25.2 °F,32.0 °F,46.0 °F
3750,2/9/87,20.1 °F,26.8 °F,35.1 °F
3751,2/10/87,30.2 °F,34.8 °F,46.9 °F
3752,2/11/87,32.0 °F,37.5 °F,42.1 °F
3753,2/12/87,37.0 °F,38.8 °F,41.0 °F
3754,2/13/87,33.1 °F,38.0 °F,42.1 °F
3755,2/14/87,32.0 °F,36.4 °F,42.1 °F
3756,2/15/87,21.2 °F,24.9 °F,31.1 °F
3757,2/16/87,20.1 °F,24.5 °F,28.2 °F
3758,2/17/87,29.1 °F,31.5 °F,35.1 °F
3759,2/18/87,29.1 °F,32.8 °F,36.0 °F
3760,2/19/87,30.2 °F,33.7 °F,36.0 °F
3761,2/20/87,30.2 °F,34.9 °F,39.0 °F
3762,2/21/87,35.1 °F,38.6 °F,44.1 °F
3763,2/22/87,37.9 °F,40.4 °F,43.0 °F
3764,2/23/87,33.1 °F,37.4 °F,39.9 °F
3765,2/24/87,32.0 °F,35.3 °F,37.0 °F
3766,2/25/87,34.0 °F,35.8 °F,39.9 °F
3767,2/26/87,32.0 °F,34.7 °F,37.0 °F
3768,2/27/87,34.0 °F,35.8 °F,37.9 °F
3769,2/28/87,36.0 °F,36.9 °F,41.0 °F
3770,3/1/87,35.1 °F,39.0 °F,43.0 °F
3771,3/2/87,32.0 °F,39.8 °F,50.0 °F
3772,3/3/87,32.0 °F,39.6 °F,50.0 °F
3773,3/4/87,32.0 °F,40.2 °F,48.0 °F
3774,3/5/87,39.0 °F,43.5 °F,48.0 °F
3775,3/6/87,36.0 °F,40.2 °F,44.1 °F
3776,3/7/87,42.1 °F,57.5 °F,72.0 °F
3777,3/8/87,48.9 °F,61.3 °F,71.1 °F
3778,3/9/87,26.2 °F,34.3 °F,55.9 °F
3779,3/10/87,23.2 °F,27.1 °F,30.2 °F
3780,3/11/87,25.2 °F,29.3 °F,32.0 °F
3781,3/12/87,29.1 °F,34.9 °F,39.0 °F
3782,3/13/87,33.1 °F,34.4 °F,36.0 °F
3783,3/14/87,36.0 °F,37.6 °F,39.9 °F
3784,3/15/87,34.0 °F,35.6 °F,37.9 °F
3785,3/16/87,30.2 °F,37.1 °F,41.0 °F
3786,3/17/87,33.1 °F,38.1 °F,42.1 °F
3787,3/18/87,28.2 °F,38.8 °F,39.9 °F
3788,3/19/87,37.9 °F,41.0 °F,43.0 °F
3789,3/20/87,37.0 °F,41.2 °F,44.1 °F
3790,12/21/87,31.1 °F,35.2 °F,42.1 °F
3791,12/22/87,36.0 °F,37.8 °F,41.0 °F
3792,12/23/87,34.0 °F,36.7 °F,41.0 °F
3793,12/24/87,37.9 °F,44.3 °F,48.9 °F
3794,12/25/87,35.1 °F,38.4 °F,48.9 °F
3795,12/26/87,31.1 °F,33.5 °F,35.1 °F
3796,12/27/87,32.0 °F,34.4 °F,37.0 °F
3797,12/28/87,34.0 °F,35.1 °F,37.0 °F
3798,12/29/87,31.1 °F,33.4 °F,35.1 °F
3799,12/30/87,26.2 °F,30.8 °F,33.1 °F
3800,12/31/87,22.1 °F,30.2 °F,39.9 °F
3801,1/1/88,4.1 °F,11.5 °F,21.2 °F
3802,1/2/88,9.1 °F,18.3 °F,30.2 °F
3803,1/3/88,24.3 °F,28.9 °F,32.0 °F
3804,1/4/88,2.1 °F,13.3 °F,31.1 °F
3805,1/5/88,-8.9 °F,-2.3 °F,2.1 °F
3806,1/6/88,-7.8 °F,-0.1 °F,6.3 °F
3807,1/7/88,1.2 °F,8.9 °F,16.2 °F
3808,1/8/88,9.1 °F,15.4 °F,22.1 °F
3809,1/9/88,7.2 °F,10.3 °F,17.2 °F
3810,1/10/88,0.1 °F,5.9 °F,12.2 °F
3811,1/11/88,11.1 °F,22.8 °F,33.1 °F
3812,1/12/88,35.1 °F,38.8 °F,43.0 °F
3813,1/13/88,13.1 °F,19.2 °F,36.0 °F
3814,1/14/88,9.1 °F,16.2 °F,22.1 °F
3815,1/15/88,22.1 °F,29.1 °F,39.0 °F
3816,1/16/88,36.0 °F,41.4 °F,48.9 °F
3817,1/17/88,35.1 °F,40.7 °F,46.9 °F
3818,1/18/88,34.0 °F,35.1 °F,36.0 °F
3819,1/19/88,34.0 °F,35.7 °F,37.0 °F
3820,1/20/88,36.0 °F,36.4 °F,37.0 °F
3821,1/21/88,29.1 °F,31.7 °F,35.1 °F
3822,1/22/88,28.2 °F,30.5 °F,32.0 °F
3823,1/23/88,16.2 °F,23.9 °F,31.1 °F
3824,1/24/88,21.2 °F,24.5 °F,29.1 °F
3825,1/25/88,8.2 °F,14.5 °F,25.2 °F
3826,1/26/88,7.2 °F,15.9 °F,22.1 °F
3827,1/27/88,6.3 °F,12.9 °F,18.1 °F
3828,1/28/88,18.1 °F,24.8 °F,30.2 °F
3829,1/29/88,29.1 °F,39.5 °F,48.9 °F
3830,1/30/88,48.9 °F,51.9 °F,55.0 °F
3831,1/31/88,41.0 °F,50.9 °F,55.0 °F
3832,2/1/88,31.1 °F,35.3 °F,39.0 °F
3833,2/2/88,26.2 °F,28.7 °F,32.0 °F
3834,2/3/88,26.2 °F,29.0 °F,30.2 °F
3835,2/4/88,20.1 °F,24.6 °F,29.1 °F
3836,2/5/88,3.2 °F,9.2 °F,20.1 °F
3837,2/6/88,1.2 °F,5.0 °F,9.1 °F
3838,2/7/88,7.2 °F,19.4 °F,28.2 °F
3839,2/8/88,12.2 °F,20.2 °F,25.2 °F
3840,2/9/88,16.2 °F,20.9 °F,25.2 °F
3841,2/10/88,19.2 °F,21.8 °F,25.2 °F
3842,2/11/88,20.1 °F,21.9 °F,24.3 °F
3843,2/12/88,9.1 °F,15.9 °F,22.1 °F
3844,2/13/88,3.2 °F,13.6 °F,21.2 °F
3845,2/14/88,15.3 °F,29.7 °F,43.0 °F
3846,2/15/88,26.2 °F,31.7 °F,43.0 °F
3847,2/16/88,22.1 °F,29.1 °F,39.0 °F
3848,2/17/88,31.1 °F,35.1 °F,39.9 °F
3849,2/18/88,29.1 °F,36.4 °F,41.0 °F
3850,2/19/88,32.0 °F,34.8 °F,37.0 °F
3851,2/20/88,19.2 °F,29.2 °F,39.9 °F
3852,2/21/88,11.1 °F,19.1 °F,29.1 °F
3853,2/22/88,30.2 °F,41.7 °F,51.1 °F
3854,2/23/88,22.1 °F,29.5 °F,44.1 °F
3855,2/24/88,22.1 °F,25.5 °F,28.2 °F
3856,2/25/88,18.1 °F,23.8 °F,29.1 °F
3857,2/26/88,27.1 °F,40.0 °F,55.0 °F
3858,2/27/88,33.1 °F,38.1 °F,51.1 °F
3859,2/28/88,30.2 °F,37.6 °F,48.0 °F
3860,2/29/88,36.0 °F,42.7 °F,48.9 °F
3861,3/1/88,32.0 °F,39.8 °F,54.0 °F
3862,3/2/88,36.0 °F,41.6 °F,52.0 °F
3863,3/3/88,28.2 °F,29.8 °F,34.0 °F
3864,3/4/88,28.2 °F,30.8 °F,33.1 °F
3865,3/5/88,28.2 °F,34.2 °F,39.9 °F
3866,3/6/88,30.2 °F,40.8 °F,52.0 °F
3867,3/7/88,37.9 °F,43.9 °F,51.1 °F
3868,3/8/88,41.0 °F,49.6 °F,55.9 °F
3869,3/9/88,37.9 °F,41.6 °F,50.0 °F
3870,3/10/88,36.0 °F,38.4 °F,42.1 °F
3871,3/11/88,36.0 °F,43.0 °F,51.1 °F
3872,3/12/88,37.9 °F,46.1 °F,53.1 °F
3873,3/13/88,28.2 °F,31.9 °F,37.9 °F
3874,3/14/88,23.2 °F,26.4 °F,28.2 °F
3875,3/15/88,22.1 °F,26.6 °F,31.1 °F
3876,3/16/88,31.1 °F,34.5 °F,39.9 °F
3877,3/17/88,34.0 °F,38.2 °F,41.0 °F
3878,3/18/88,27.1 °F,38.1 °F,43.0 °F
3879,3/19/88,26.2 °F,36.7 °F,42.1 °F
3880,3/20/88,28.2 °F,32.0 °F,42.1 °F
3881,12/21/88,32.0 °F,34.9 °F,39.9 °F
3882,12/22/88,32.0 °F,34.7 °F,37.0 °F
3883,12/23/88,37.9 °F,42.3 °F,46.9 °F
3884,12/24/88,39.0 °F,42.0 °F,46.0 °F
3885,12/25/88,22.1 °F,27.5 °F,37.9 °F
3886,12/26/88,28.2 °F,30.2 °F,31.1 °F
3887,12/27/88,31.1 °F,36.1 °F,41.0 °F
3888,12/28/88,17.2 °F,20.7 °F,29.1 °F
3889,12/29/88,12.2 °F,17.9 °F,22.1 °F
3890,12/30/88,21.2 °F,26.1 °F,34.0 °F
3891,12/31/88,25.2 °F,29.9 °F,35.1 °F
3892,1/1/89,26.2 °F,28.7 °F,31.1 °F
3893,1/2/89,20.1 °F,23.4 °F,30.2 °F
3894,1/3/89,21.2 °F,28.2 °F,32.0 °F
3895,1/4/89,19.2 °F,25.2 °F,30.2 °F
3896,1/5/89,24.3 °F,31.7 °F,37.9 °F
3897,1/6/89,35.1 °F,35.8 °F,37.0 °F
3898,1/7/89,35.1 °F,40.6 °F,53.1 °F
3900,1/9/89,8.2 °F,15.6 °F,25.2 °F
3901,1/10/89,25.2 °F,32.6 °F,39.0 °F
3902,1/11/89,31.1 °F,34.9 °F,39.0 °F
3903,1/12/89,31.1 °F,35.4 °F,41.0 °F
3904,1/13/89,23.2 °F,29.5 °F,35.1 °F
3905,1/14/89,28.2 °F,30.6 °F,32.0 °F
3906,1/15/89,31.1 °F,33.4 °F,37.0 °F
3907,1/16/89,28.2 °F,34.5 °F,42.1 °F
3908,1/17/89,30.2 °F,40.3 °F,46.0 °F
3909,1/18/89,37.9 °F,41.2 °F,46.0 °F
3910,1/19/89,32.0 °F,41.3 °F,51.1 °F
3911,1/20/89,29.1 °F,34.0 °F,46.9 °F
3912,1/21/89,26.2 °F,30.3 °F,37.0 °F
3913,1/22/89,33.1 °F,38.8 °F,48.0 °F
